datetime;coef_mare_instantaneo;s4;pressao_atm;veloc_vento;Mare_medida
05/01/2023 12:00;19.32756602;0.051;1006.8;3.6;1.2
05/01/2023 13:00;24.02398393;0.088;1006.2;4.2;1.36
05/01/2023 14:00;37.39071183;0.135;1005.4;3.5;2.1
05/01/2023 15:00;55.6344891;0.154;1004.8;3.2;3.22
05/01/2023 16:00;74.78142366;0.174;1004;4.6;4.18
05/01/2023 17:00;90.67699197;0.449;1004.1;2.9;5.08
05/01/2023 18:00;99.34730196;0.078;1004.3;3.1;5.51
05/01/2023 19:00;97.36035592;0.206;1004.8;2.1;5.44
05/01/2023 20:00;85.25804823;0.136;1005.3;2.2;4.85
05/01/2023 21:00;67.19490242;0.062;1006;1.3;3.9
05/01/2023 22:00;46.96417911;0.036;1007;0.7;2.8
05/01/2023 23:00;28.72040184;0.109;1007.2;0.3;1.81
06/01/2023 00:00;16.61809415;0.204;1006.6;0.2;1.08
06/01/2023 01:00;14.63114811;0.307;1006.3;0.2;0.9
06/01/2023 02:00;23.66272101;0.638;1005.6;0.3;1.47
06/01/2023 03:00;40.1001837;0.555;1005;0.3;2.42
06/01/2023 04:00;59.78901263;0.142;1005;0.7;3.53
06/01/2023 05:00;78.57468428;0.226;1005.2;0.8;4.47
06/01/2023 06:00;92.3026751;0.135;1005.6;0.2;5.09
06/01/2023 07:00;97.17972446;0.047;1006.3;0.9;5.35
06/01/2023 08:00;90.1350976;0.257;1007;2;5.02
06/01/2023 09:00;74.23952928;0.068;1007.5;2.2;4.19
06/01/2023 10:00;54.55070035;0.05;1007.7;2.7;3.14
06/01/2023 11:00;35.58439725;0.044;1007.3;2.5;2.19
06/01/2023 12:00;22.21766935;0.053;1007;2.8;1.41
06/01/2023 13:00;18.9663031;0.099;1006.4;4;1.09
06/01/2023 14:00;27.09471872;0.163;1005.7;3.8;1.54
06/01/2023 15:00;42.80965557;0.158;1004.9;3.1;2.42
06/01/2023 16:00;61.95659013;0.357;1004.8;3.7;3.62
06/01/2023 17:00;80.74226178;0.219;1004.8;2.7;4.59
06/01/2023 18:00;94.83151551;0.075;1005.1;2;5.28
06/01/2023 19:00;100.4310907;0.338;1005.2;2.7;5.59
06/01/2023 20:00;94.47025259;0.14;1005.9;1.5;5.3
06/01/2023 21:00;79.47784157;0.042;1006.6;0.8;4.54
06/01/2023 22:00;59.60838118;0.03;1007;1;3.47
06/01/2023 23:00;39.37765787;0.043;1007.5;1.1;2.35
07/01/2023 00:00;22.75956372;0.215;1007.5;1.3;1.47
07/01/2023 01:00;14.08925373;0.177;1007.1;1.4;0.89
07/01/2023 02:00;16.97935706;0.107;1006.7;0.8;0.99
07/01/2023 03:00;29.62355913;0.588;1006;0.6;1.81
07/01/2023 04:00;47.8673364;0.17;1005.8;0.4;2.85
07/01/2023 05:00;67.55616533;0.127;1006;0.8;3.9
07/01/2023 06:00;84.71615385;0.187;1006.4;0.3;4.79
07/01/2023 07:00;95.37340988;0.639;1007;0.2;5.28
07/01/2023 08:00;95.19277842;0.2;1007.7;0.6;5.32
07/01/2023 09:00;83.99362802;0.078;1008.3;2;4.81
07/01/2023 10:00;66.11111367;0.057;1008.4;2.1;3.84
07/01/2023 11:00;46.24165328;0.036;1008.2;2;2.76
07/01/2023 12:00;29.08166476;0.051;1007.9;2.6;1.87
07/01/2023 13:00;19.50819748;0.078;1007.1;3.7;1.05
07/01/2023 14:00;21.31451206;0.151;1006.3;3.8;1.17
07/01/2023 15:00;33.05555683;0.22;1005.1;3.1;1.82
07/01/2023 16:00;50.57680827;0.249;1005.1;2.7;2.94
07/01/2023 17:00;69.90437429;0.396;1006.2;2.8;4.07
07/01/2023 18:00;87.06436281;0.071;1005;0.7;4.98
07/01/2023 19:00;98.08288175;0.201;1005.6;1.2;5.55
07/01/2023 20:00;98.98603905;0.184;1006.9;1.9;5.6
07/01/2023 21:00;89.05130885;0.039;1007.6;1.4;5.09
07/01/2023 22:00;72.07195179;0.043;1007.4;1.4;4.17
07/01/2023 23:00;52.02185994;0.038;1007.2;1.1;3.05
08/01/2023 00:00;32.87492538;0.075;1006.8;1.4;1.97
08/01/2023 01:00;18.9663031;0.109;1006.4;1.2;1.2
08/01/2023 02:00;14.08925373;0.103;1005.9;0.9;0.83
08/01/2023 03:00;20.95324914;0.136;1005.8;0.2;1.27
08/01/2023 04:00;36.48755454;0.171;1005.7;0.4;2.19
08/01/2023 05:00;56.17638347;0.16;1005.8;0.4;3.31
08/01/2023 06:00;75.68458095;0.151;1006.5;0;4.31
08/01/2023 07:00;90.67699197;0.091;1007.2;0.1;5.03
08/01/2023 08:00;96.63783009;0.165;1007.9;2;5.36
08/01/2023 09:00;90.85762343;0.07;1008.4;2.3;5.1
08/01/2023 10:00;76.04584387;0.051;1008.8;2.6;4.33
08/01/2023 11:00;57.26017222;0.049;1008.5;3;3.35
08/01/2023 12:00;38.47450058;0.054;1008;3.5;2.33
08/01/2023 13:00;24.38524685;0.108;1007.2;3.6;1.47
08/01/2023 14:00;19.32756602;0.288;1006.2;4.3;1.14
08/01/2023 15:00;26.01092997;0.146;1005.1;3.8;1.47
08/01/2023 16:00;40.64207808;0.164;1004.6;3.3;2.31
08/01/2023 17:00;59.60838118;0.55;1004.5;3.5;3.42
08/01/2023 18:00;78.57468428;0.098;1005;2.8;4.42
08/01/2023 19:00;93.38646384;0.278;1005.7;1.8;5.24
08/01/2023 20:00;99.88919634;0.104;1006.7;1.5;5.58
08/01/2023 21:00;95.19277842;0.033;1007.1;1.7;5.4
08/01/2023 22:00;81.46478761;0.044;1007.5;1.6;4.73
08/01/2023 23:00;62.67911596;0.041;1007.3;1.7;3.68
09/01/2023 00:00;42.99028703;0.304;1007;1.6;2.55
09/01/2023 01:00;26.37219288;0.686;1006.8;2;1.56
09/01/2023 02:00;16.61809415;0.103;1006.6;1.4;1.01
09/01/2023 03:00;17.52125144;0.091;1006.4;1.2;0.93
09/01/2023 04:00;28.72040184;0.234;1006.1;1.2;1.6
09/01/2023 05:00;46.06102182;0.169;1006;1.2;2.64
09/01/2023 06:00;65.56921929;0.217;1006.5;0.4;3.79
09/01/2023 07:00;82.90983927;0.055;1007;0.6;4.66
09/01/2023 08:00;94.10898968;0.167;1007.5;2.3;5.17
09/01/2023 09:00;95.01214697;0.08;1008.1;2.6;5.3
09/01/2023 10:00;85.07741677;0.041;1008.3;3;4.81
09/01/2023 11:00;68.45932262;0.051;1007.9;2.8;3.89
09/01/2023 12:00;49.49301952;0.065;1007.5;3.6;2.81
09/01/2023 13:00;32.51366246;0.067;1006.5;3.6;1.89
09/01/2023 14:00;22.03703789;0.137;1005.6;3.3;1.25
09/01/2023 15:00;21.85640643;0.152;1004.9;2.9;1.11
09/01/2023 16:00;32.15239954;0.2;1004.5;3.3;1.68
09/01/2023 17:00;48.77049369;0.572;1004.7;3.1;2.77
09/01/2023 18:00;67.91742825;0.092;1005;2.6;3.89
09/01/2023 19:00;85.25804823;0.385;1006.1;1.7;4.83
09/01/2023 20:00;96.81846155;0.111;1006.6;1.6;5.43
09/01/2023 21:00;98.62477613;0.048;1007.2;1.2;5.58
09/01/2023 22:00;89.59320322;0.036;1007.1;1.4;5.11
09/01/2023 23:00;73.33637199;0.13;1006.6;1.7;4.24
10/01/2023 00:00;53.82817452;0.149;1006.3;1.6;3.18
10/01/2023 01:00;35.22313433;0.226;1005.9;2.2;2.16
10/01/2023 02:00;21.49514352;0.133;1005.8;1.8;1.36
10/01/2023 03:00;16.61809415;0.085;1005.6;1.3;0.93
10/01/2023 04:00;23.12082664;0.203;1005.5;2;1.2
10/01/2023 05:00;37.75197475;0.152;1005.6;1.5;2.09
10/01/2023 06:00;56.35701493;0.103;1006.1;1.2;3.2
10/01/2023 07:00;74.96205512;0.225;1006.7;1.5;4.16
10/01/2023 08:00;89.41257177;0.227;1007.4;2.1;4.92
10/01/2023 09:00;95.91530426;0.049;1007.8;2.7;5.28
10/01/2023 10:00;91.03825489;0.048;1008.4;2.4;5.15
10/01/2023 11:00;77.49089553;0.061;1008;2.7;4.51
10/01/2023 12:00;59.42774972;0.054;1007.5;3.4;3.53
10/01/2023 13:00;41.18397245;0.112;1006.8;3.4;2.4
10/01/2023 14:00;26.91408726;0.148;1006.3;1.2;1.62
10/01/2023 15:00;21.31451206;0.164;1005.4;2.2;1.17
10/01/2023 16:00;26.7334558;0.201;1004.8;2.6;1.35
10/01/2023 17:00;40.46144662;0.188;1004.6;3.7;2.14
10/01/2023 18:00;58.52459243;0.081;1005.3;2.5;3.27
10/01/2023 19:00;76.7683697;0.277;1005.3;1.8;4.33
10/01/2023 20:00;91.58014926;0.105;1005.9;1.5;5.07
10/01/2023 21:00;98.62477613;0.039;1007.1;1.6;5.5
10/01/2023 22:00;94.83151551;0.032;1007.4;1.8;5.41
10/01/2023 23:00;82.00668198;0.146;1007.5;1;4.82
11/01/2023 00:00;64.12416763;0.166;1006.8;1.7;3.83
11/01/2023 01:00;45.15786453;0.403;1006.8;1.6;2.75
11/01/2023 02:00;28.72040184;0.178;1006.4;1.3;1.74
11/01/2023 03:00;19.32756602;0.112;1006.3;0.8;1.14
11/01/2023 04:00;20.23072331;0.369;1006.4;0.6;1.08
11/01/2023 05:00;30.52671642;0.141;1006.6;0.8;1.74
11/01/2023 06:00;46.96417911;0.103;1007.1;0.5;2.67
11/01/2023 07:00;65.20795638;0.044;1007.7;0.9;3.73
11/01/2023 08:00;81.82605052;0.091;1008.5;1.4;4.56
11/01/2023 09:00;93.02520093;0.067;1008.7;1.8;5
11/01/2023 10:00;94.65088405;0.046;1008.7;1.8;5.17
11/01/2023 11:00;85.98057406;0.069;1008.4;2.1;4.8
11/01/2023 12:00;70.26563721;0.066;1007.7;2.6;3.98
11/01/2023 13:00;52.02185994;0.098;1006.9;3.6;3
11/01/2023 14:00;35.40376579;0.149;1006;3.4;2.01
11/01/2023 15:00;24.5658783;0.192;1005.6;3.9;0.75
11/01/2023 16:00;23.48208955;0.319;1005;2.8;1.19
11/01/2023 17:00;32.69429392;0.128;1005.1;2.2;1.61
11/01/2023 18:00;48.22859932;0.065;1005.4;2.8;2.65
11/01/2023 19:00;66.29174513;0.203;1005.7;1.7;3.7
11/01/2023 20:00;83.09047073;0.087;1006.2;1.5;4.64
11/01/2023 21:00;94.65088405;0.041;1006.8;1.4;5.24
11/01/2023 22:00;97.36035592;0.028;1007;2;5.4
11/01/2023 23:00;89.41257177;0.229;1006.6;2.1;5.06
12/01/2023 00:00;74.23952928;0.121;1006.5;1.8;4.33
12/01/2023 01:00;55.6344891;0.266;1006;1.8;3.28
12/01/2023 02:00;37.75197475;0.228;1005.5;1.5;2.27
12/01/2023 03:00;24.5658783;0.104;1004.9;1.2;1.5
12/01/2023 04:00;19.86946039;0.526;1005.1;0.5;1.1
12/01/2023 05:00;25.83029851;0.159;1005;0.6;1.38
12/01/2023 06:00;39.19702641;0.103;1005.3;1.1;2.19
12/01/2023 07:00;56.35701493;0.275;1005.9;1.3;3.15
12/01/2023 08:00;73.87826637;0.226;1006.6;2.4;4.05
12/01/2023 09:00;87.60625718;0.044;1007;2.5;4.76
12/01/2023 10:00;94.28962113;0.043;1007.2;3.1;5.08
12/01/2023 11:00;90.85762343;0.064;1007.2;2.6;5.04
12/01/2023 12:00;78.75531574;0.076;1006.7;3.4;4.53
12/01/2023 13:00;62.13722159;0.096;1005.9;3.9;3.59
12/01/2023 14:00;44.79660161;0.133;1005.1;4.1;2.71
12/01/2023 15:00;30.88797934;0.103;1004;3.1;1.84
12/01/2023 16:00;24.02398393;0.103;1003.9;2.8;1.41
12/01/2023 17:00;27.45598163;0.103;1003.5;2.7;1.41
12/01/2023 18:00;39.19702641;0.103;1003.9;2.2;2.14
12/01/2023 19:00;55.45385764;0.103;1004.3;2.3;3.09
12/01/2023 20:00;72.79447762;0.103;1004.9;2.3;3.97
12/01/2023 21:00;87.24499427;0.103;1005.3;1.9;4.82
12/01/2023 22:00;95.37340988;0.103;1005;1.9;5.21
12/01/2023 23:00;93.5670953;0.103;1005.1;2.8;5.23
13/01/2023 00:00;82.72920782;0.103;1005.7;2;4.77
13/01/2023 01:00;66.47237659;0.103;1004.6;2.4;3.91
13/01/2023 02:00;48.77049369;0.103;1003.7;1.9;2.97
13/01/2023 03:00;33.23618829;0.103;1003.5;2;2.09
13/01/2023 04:00;23.66272101;0.103;1003.3;1.2;1.46
13/01/2023 05:00;23.48208955;0.103;1003.6;0.6;1.31
13/01/2023 06:00;32.333031;0.103;1004;0.6;1.78
13/01/2023 07:00;46.60291619;0.103;1004.6;1.3;2.57
13/01/2023 08:00;63.22101034;0.103;1005.6;2.5;3.46
13/01/2023 09:00;78.75531574;0.103;1006.4;2.8;4.29
13/01/2023 10:00;89.59320322;0.103;1006.2;2.9;4.85
13/01/2023 11:00;92.84456947;0.103;1005.7;3;5.06
13/01/2023 12:00;86.52246844;0.103;1005;3.1;4.82
13/01/2023 13:00;73.33637199;0.103;1004.2;2.8;4.21
13/01/2023 14:00;56.89890931;0.103;1003.4;3.4;3.29
13/01/2023 15:00;41.18397245;0.103;1002.5;4;2.42
13/01/2023 16:00;29.26229621;0.103;1001.7;3.6;1.74
13/01/2023 17:00;25.10777268;0.103;1001.8;3.7;1.47
13/01/2023 18:00;30.88797934;0.103;1002.1;2.9;1.69
13/01/2023 19:00;43.71281286;0.125;1002.3;2.3;2.41
13/01/2023 20:00;60.15027555;0.103;1003.6;1.5;3.35
13/01/2023 21:00;76.40710678;0.103;1004.6;2;4.23
13/01/2023 22:00;88.87067739;0.103;1005;1.6;4.88
13/01/2023 23:00;93.74772676;0.103;1005.5;1.5;5.11
14/01/2023 00:00;88.87067739;0.103;1004.9;1.6;4.95
14/01/2023 01:00;76.58773824;0.103;1004.4;1.4;4.42
14/01/2023 02:00;60.51153847;0.103;1003.3;1.5;3.58
14/01/2023 03:00;44.25470724;0.103;1003.3;1.2;2.68
14/01/2023 04:00;31.0686108;0.103;1003.1;0.7;1.91
14/01/2023 05:00;24.74650976;0.103;1003.2;1.2;1.48
14/01/2023 06:00;27.63661309;0.103;1004.1;0.7;1.55
14/01/2023 07:00;37.75197475;0.103;1004.9;0.9;2.09
14/01/2023 08:00;52.20249139;0.103;1005.4;1.7;2.93
14/01/2023 09:00;67.55616533;0.103;1005.9;2.1;3.75
14/01/2023 10:00;81.28415615;0.103;1005.9;2.5;4.46
14/01/2023 11:00;89.77383468;0.103;1005.8;2.3;4.91
14/01/2023 12:00;90.49636051;0.103;1005.2;3.2;4.98
14/01/2023 13:00;82.72920782;0.103;1004.1;4.1;4.71
14/01/2023 14:00;69.36247991;0.103;1003.5;3.4;4.01
14/01/2023 15:00;53.64754306;0.103;1002.8;2.9;3.21
14/01/2023 16:00;39.19702641;0.103;1002.5;2.8;2.38
14/01/2023 17:00;29.08166476;0.103;1003;2.3;1.74
14/01/2023 18:00;26.7334558;0.103;1003.3;2.5;1.56
14/01/2023 19:00;33.23618829;0.103;1003.7;1.9;1.9
14/01/2023 20:00;45.88039036;0.103;1004.9;1.8;2.66
14/01/2023 21:00;61.41469576;0.103;1005.7;3;3.49
14/01/2023 22:00;76.22647532;0.103;1006.2;3;4.28
14/01/2023 23:00;87.24499427;0.103;1006.5;1;4.81
15/01/2023 00:00;91.03825489;0.103;1006;1;4.98
15/01/2023 01:00;85.61931114;0.103;1005.2;1.4;4.81
15/01/2023 02:00;73.69763491;0.103;1004.6;1;4.24
15/01/2023 03:00;58.34396097;0.103;1004.3;0.8;3.47
15/01/2023 04:00;43.35154995;0.103;1005.2;0.7;2.62
15/01/2023 05:00;31.79113663;0.103;1006.2;1.7;1.89
15/01/2023 06:00;27.09471872;0.103;1006.2;0.7;1.52
15/01/2023 07:00;31.0686108;0.103;1006.3;0;1.64
15/01/2023 08:00;41.36460391;0.103;1006.8;1.4;2.19
15/01/2023 09:00;55.09259472;0.103;1007.2;1.9;2.96
15/01/2023 10:00;69.54311137;0.103;1007.5;2.4;3.72
15/01/2023 11:00;81.82605052;0.103;1007.3;1.9;4.38
15/01/2023 12:00;89.23194031;0.103;1006.6;2.7;4.89
15/01/2023 13:00;89.23194031;0.103;1005.9;2.8;4.98
15/01/2023 14:00;81.10352469;0.103;1004.7;3;4.65
15/01/2023 15:00;67.91742825;0.103;1003.7;1.5;4.05
15/01/2023 16:00;52.92501723;0.103;1004.7;1;3.18
15/01/2023 17:00;39.01639495;0.103;1005.4;4.1;2.43
15/01/2023 18:00;29.44292767;0.103;1006.5;2.4;1.73
15/01/2023 19:00;27.27535017;0.103;1006.5;0.2;1.56
15/01/2023 20:00;33.41681975;0.103;1006.7;0.4;1.91
15/01/2023 21:00;45.15786453;0.103;1006.8;0;2.56
15/01/2023 22:00;59.78901263;0.103;1006.8;0.4;3.37
15/01/2023 23:00;73.87826637;0.103;1006.5;0.6;4.07
16/01/2023 00:00;84.71615385;0.103;1006.1;0.1;4.61
16/01/2023 01:00;88.87067739;0.103;1005.6;0.2;4.84
16/01/2023 02:00;84.5355224;0.103;1005.4;0.9;4.71
16/01/2023 03:00;73.69763491;0.103;1004.4;0.4;4.21
16/01/2023 04:00;59.42774972;0.103;1004.6;0.9;3.44
16/01/2023 05:00;45.15786453;0.103;1004.6;0.4;2.63
16/01/2023 06:00;33.95871413;0.103;1005.1;0.5;1.99
16/01/2023 07:00;28.9010333;0.103;1006.1;0.4;1.63
16/01/2023 08:00;32.15239954;0.103;1006.9;0.9;1.7
16/01/2023 09:00;41.54523537;0.103;1007.5;2.1;2.21
16/01/2023 10:00;54.55070035;0.103;1007.4;1.3;2.93
16/01/2023 11:00;68.45932262;0.103;1007.2;1.6;3.78
16/01/2023 12:00;80.74226178;0.085;1006.5;2.8;4.4
16/01/2023 13:00;88.87067739;0.115;1005.2;2.3;4.88
16/01/2023 14:00;90.1350976;0.177;1004.6;3.1;4.95
16/01/2023 15:00;83.09047073;0.215;1003.9;2.6;4.65
16/01/2023 16:00;70.44626866;0.146;1003.7;2.4;4.02
16/01/2023 17:00;55.09259472;0.132;1004.1;2.8;3.13
16/01/2023 18:00;40.46144662;0.069;1005;2.5;2.34
16/01/2023 19:00;29.80419059;0.116;1005.7;1.3;1.71
16/01/2023 20:00;26.01092997;0.08;1006.6;1.6;1.49
16/01/2023 21:00;30.88797934;0.032;1007.2;1.4;1.75
16/01/2023 22:00;41.72586682;0.041;1007;1.3;2.38
16/01/2023 23:00;55.99575201;0.049;1006.2;1;3.16
17/01/2023 00:00;70.26563721;0.148;1005.6;0.5;3.95
17/01/2023 01:00;82.00668198;0.246;1005.1;0.2;4.53
17/01/2023 02:00;87.9675201;0.307;1004.1;0;4.84
17/01/2023 03:00;85.98057406;0.147;1003.5;0.1;4.82
17/01/2023 04:00;76.58773824;0.122;1003.7;0.7;4.41
17/01/2023 05:00;63.4016418;0.169;1003.8;0.5;3.71
17/01/2023 06:00;48.95112515;0.04;1004.5;0.6;2.9
17/01/2023 07:00;36.668186;0.099;1005.5;0.9;2.13
17/01/2023 08:00;29.44292767;0.135;1006;0.8;1.61
17/01/2023 09:00;30.1654535;0.052;1006.2;1.9;1.57
17/01/2023 10:00;38.47450058;0.056;1006.4;2.3;2.09
17/01/2023 11:00;51.47996556;0.05;1006.2;3;2.78
17/01/2023 12:00;66.29174513;0.107;1005.7;2.3;3.59
17/01/2023 13:00;80.01973594;0.105;1004.7;3;4.36
17/01/2023 14:00;89.77383468;0.267;1003.8;3.5;4.92
17/01/2023 15:00;92.48330655;0.192;1003;4.2;5.07
17/01/2023 16:00;86.52246844;0.208;1003.2;3.5;4.87
17/01/2023 17:00;73.87826637;0.121;1003.7;0.6;4.31
17/01/2023 18:00;57.98269805;0.061;1004;0.8;3.4
17/01/2023 19:00;42.08712974;0.119;1004.3;0;2.51
17/01/2023 20:00;29.44292767;0.075;1005.3;0;1.72
17/01/2023 21:00;23.48208955;0.031;1005.8;0;1.33
17/01/2023 22:00;26.37219288;0.038;1006.1;0;1.5
17/01/2023 23:00;36.48755454;0.175;1005.6;0;2.14
18/01/2023 00:00;50.93807119;0.159;1005.5;0;2.96
18/01/2023 01:00;66.29174513;0.386;1005.1;0.6;3.81
18/01/2023 02:00;80.01973594;0.386;1004.5;0.3;4.48
18/01/2023 03:00;88.50941447;0.145;1004.1;0;4.88
18/01/2023 04:00;89.23194031;0.161;1003.8;1.5;4.95
18/01/2023 05:00;81.28415615;0.187;1004;1.7;4.59
18/01/2023 06:00;67.91742825;0.044;1005.1;1.1;3.87
18/01/2023 07:00;52.20249139;0.137;1005.9;1.2;2.96
18/01/2023 08:00;37.9326062;0.097;1006.7;1.1;2.11
18/01/2023 09:00;28.35913892;0.049;1006.9;0.5;1.52
18/01/2023 10:00;26.7334558;0.046;1007.3;0.7;1.35
18/01/2023 11:00;34.13934558;0.055;1007.2;1.6;1.83
18/01/2023 12:00;47.68670494;0.139;1006.8;2;2.56
18/01/2023 13:00;63.94353617;0.196;1005.7;3.2;3.5
18/01/2023 14:00;79.65847303;0.182;1005.2;3;4.37
18/01/2023 15:00;91.3995178;0.24;1004.4;2.7;5.07
18/01/2023 16:00;96.09593572;0.219;1004;2.1;5.33
18/01/2023 17:00;90.85762343;0.104;1004.4;1.7;5.13
18/01/2023 18:00;77.85215845;0.079;1004.6;0.6;4.47
18/01/2023 19:00;60.51153847;0.111;1004.9;0.3;3.47
18/01/2023 20:00;42.62902411;0.055;1006.6;1.5;2.47
18/01/2023 21:00;27.81724455;0.034;1007;1.1;1.57
18/01/2023 22:00;19.50819748;0.059;1007.7;1.4;1.1
18/01/2023 23:00;21.1338806;0.072;1008.2;0;1.09
19/01/2023 00:00;31.42987371;0.175;1007.2;0;1.81
19/01/2023 01:00;46.78354765;0.332;1006.5;0;2.69
19/01/2023 02:00;64.12416763;0.485;1005.6;1.4;3.67
19/01/2023 03:00;79.83910449;0.141;1005.1;0.1;4.48
19/01/2023 04:00;90.49636051;0.149;1005.1;0;5.04
19/01/2023 05:00;93.02520093;0.221;1005.5;0.3;5.15
19/01/2023 06:00;85.61931114;0.044;1006.3;0.3;4.87
19/01/2023 07:00;71.53005741;0.201;1007.1;0.7;4.06
19/01/2023 08:00;54.18943743;0.069;1008.2;0.6;3.04
19/01/2023 09:00;37.9326062;0.045;1009.1;1.3;2.04
19/01/2023 10:00;26.01092997;0.066;1009.5;1.2;1.38
19/01/2023 11:00;22.57893226;0.041;1009.6;1.6;1.12
19/01/2023 12:00;29.62355913;0.126;1009;0.5;1.55
19/01/2023 13:00;44.4353387;0.16;1008.4;0.5;2.45
19/01/2023 14:00;62.85974742;0.143;1007;1.1;3.54
19/01/2023 15:00;80.92289323;0.17;1007.1;1;4.54
19/01/2023 16:00;94.65088405;0.187;1006.6;1;5.29
19/01/2023 17:00;100.0698278;0.079;1006.6;0.4;5.63
19/01/2023 18:00;94.47025259;0.055;1006.7;0.3;5.4
19/01/2023 19:00;80.2003674;0.136;1006.9;0.4;4.57
19/01/2023 20:00;61.41469576;0.064;1007.8;0;3.5
19/01/2023 21:00;41.54523537;0.028;1008.5;1;2.36
19/01/2023 22:00;24.92714122;0.037;1008.7;0.9;1.46
19/01/2023 23:00;15.35367394;0.1;1008.9;0.7;0.79
20/01/2023 00:00;16.25683123;0.238;1008.2;1.5;0.71
20/01/2023 01:00;26.91408726;0.424;1007.6;1;1.47
20/01/2023 02:00;43.89344432;0.454;1007.2;1.2;2.49
20/01/2023 03:00;63.04037888;0.15;1006.8;0.9;3.62
20/01/2023 04:00;80.92289323;0.136;1006.8;0.5;4.55
20/01/2023 05:00;93.5670953;0.127;1007;0.7;5.22
20/01/2023 06:00;97.17972446;0.042;1007.2;0;5.45
20/01/2023 07:00;89.59320322;0.173;1007.3;0;5.02
20/01/2023 08:00;73.87826637;0.119;1007.7;1.3;4.11
20/01/2023 09:00;54.55070035;0.056;1007.9;1.4;3
20/01/2023 10:00;35.94566016;0.037;1008.4;1.4;1.99
20/01/2023 11:00;22.39830081;0.047;1008.1;1.5;1.14
20/01/2023 12:00;18.42440873;0.087;1007.7;1.6;0.65
20/01/2023 13:00;26.37219288;0.143;1006.8;1.1;1.28
20/01/2023 14:00;42.62902411;0.131;1005.6;1.8;2.38
20/01/2023 15:00;62.85974742;0.239;1004.9;2.9;0.8
20/01/2023 16:00;82.90983927;0.22;1004.5;2.2;4.67
20/01/2023 17:00;98.08288175;0.092;1004.6;1.9;5.49
20/01/2023 18:00;104.0437199;0.281;1004.9;1.2;5.87
20/01/2023 19:00;98.08288175;0.131;1005.1;0.5;5.6
20/01/2023 20:00;82.72920782;0.052;1005.9;0.3;4.74
20/01/2023 21:00;62.31785305;0.029;1006.7;0.4;3.54
20/01/2023 22:00;40.82270953;0.042;1007.1;0.7;2.32
20/01/2023 23:00;22.57893226;0.088;1007.2;0.6;1.21
21/01/2023 00:00;11.37978186;0.253;1006.8;0.1;0.61
21/01/2023 01:00;11.37978186;0.103;1005.9;0;0.61
21/01/2023 02:00;22.75956372;0.358;1005.6;0;1.31
21/01/2023 03:00;41.18397245;0.137;1005.2;0.1;2.49
21/01/2023 04:00;62.49848451;0.151;1005.2;0.2;3.77
21/01/2023 05:00;82.54857636;0.163;1005.6;0.3;4.84
21/01/2023 06:00;96.63783009;0.039;1005.9;0;5.52
21/01/2023 07:00;100.7923536;0.156;1006.4;1.1;5.67
21/01/2023 08:00;92.12204364;0.064;1007.3;1;5.18
21/01/2023 09:00;74.6007922;0.053;1007.8;1.7;4.13
21/01/2023 10:00;53.10564868;0.043;1008;2.2;2.9
21/01/2023 11:00;32.51366246;0.064;1007.7;2.6;1.77
21/01/2023 12:00;18.06314581;0.087;1007.1;2.9;0.97
21/01/2023 13:00;14.63114811;0.145;1006.1;2.8;0.69
21/01/2023 14:00;24.02398393;0.189;1005.2;4.2;1.11
21/01/2023 15:00;41.90649828;0.348;1004.3;3.9;2.3
21/01/2023 16:00;63.94353617;0.252;1003.7;3.1;3.8
21/01/2023 17:00;85.25804823;0.072;1004;2.1;4.97
21/01/2023 18:00;101.5148795;0.144;1004;2.1;5.83
21/01/2023 19:00;107.8369805;0.157;1003.8;0.7;6.15
21/01/2023 20:00;100.9729851;0.038;1004.4;1;5.76
21/01/2023 21:00;83.81299656;0.034;1005.2;0.9;4.83
21/01/2023 22:00;60.87280138;0.039;1005.4;0.5;3.51
21/01/2023 23:00;37.21008037;0.135;1005.9;0.8;2.22
22/01/2023 00:00;17.52125144;0.189;1005.6;0.8;1.1
22/01/2023 01:00;6.68336395;0.103;1005.3;0.8;0.54
22/01/2023 02:00;8.850941447;0.103;1004.7;0.2;0.66
22/01/2023 03:00;22.57893226;0.183;1004.6;0.2;1.34
22/01/2023 04:00;43.35154995;0.083;1004.6;0;2.59
22/01/2023 05:00;66.47237659;0.132;1005.8;1.7;3.97
22/01/2023 06:00;87.24499427;0.039;1005.2;0.4;5.08
22/01/2023 07:00;100.9729851;0.169;1005.8;0;5.73
22/01/2023 08:00;103.1405626;0.076;1006.2;0.8;5.84
22/01/2023 09:00;92.3026751;0.041;1006;2.6;5.19
22/01/2023 10:00;72.79447762;0.043;1006.4;2.5;4.1
22/01/2023 11:00;49.67365098;0.075;1006.2;3.1;2.8
22/01/2023 12:00;28.35913892;0.098;1005.4;3.4;1.56
22/01/2023 13:00;14.08925373;0.134;1004.7;3.6;0.7
22/01/2023 14:00;11.74104478;0.223;1004;3.8;0.69
22/01/2023 15:00;22.57893226;0.272;1003.3;3.8;1.17
22/01/2023 16:00;42.08712974;0.332;1002.8;3.4;2.25
22/01/2023 17:00;65.74985075;0.075;1002.8;3.6;3.91
22/01/2023 18:00;88.14815156;0.247;1003.7;2.1;5.2
22/01/2023 19:00;104.7662457;0.116;1003.7;1.8;6.02
22/01/2023 20:00;110.5464524;0.037;1004.9;0.4;6.31
