datetime;coef_mare_instantaneo;s4;pressao_atm;veloc_vento;Mare_medida
09/08/2022 12:00;37.75197475;0.253;1007.9;2;2.18
09/08/2022 13:00;39.01639495;0.226;1006.7;2.4;2.25
09/08/2022 14:00;56.53764639;0.128;1006;2.6;3.25
09/08/2022 15:00;73.87826637;0.12;1005.5;3.4;4.3
09/08/2022 16:00;87.60625718;0.16;1005.4;3.1;5.08
09/08/2022 17:00;94.10898968;0.114;1005.9;2.4;5.45
09/08/2022 18:00;90.49636051;0.047;1006.5;2.3;5.28
09/08/2022 19:00;77.85215845;0.037;1007.1;1.7;4.56
09/08/2022 20:00;60.69216993;0.034;1007.8;1.3;3.58
09/08/2022 21:00;42.80965557;0.084;1008.5;1.5;2.46
09/08/2022 22:00;28.72040184;0.132;1008.9;1.2;1.55
09/08/2022 23:00;22.39830081;0.095;1005.8;1.7;1.09
10/08/2022 00:00;26.91408726;0.061;1008.6;1.9;1.39
10/08/2022 01:00;39.55828933;0.036;1007.9;1.6;2.26
10/08/2022 02:00;56.89890931;0.044;1007.3;1.2;3.42
10/08/2022 03:00;75.14268657;0.089;1006.9;1.3;4.52
10/08/2022 04:00;90.67699197;0.106;1007;1.2;5.36
10/08/2022 05:00;99.70856488;0.322;1007.2;0.9;5.87
10/08/2022 06:00;98.62477613;0.121;1007.4;0.8;5.83
10/08/2022 07:00;87.24499427;0.055;1008.1;0.8;5.17
10/08/2022 08:00;69.18184846;0.031;1008.5;2.1;4.02
10/08/2022 09:00;48.77049369;0.035;1009;2.6;2.83
10/08/2022 10:00;29.98482205;0.062;1009.3;2.8;1.74
10/08/2022 11:00;16.61809415;0.118;1009;2.7;0.96
10/08/2022 12:00;12.82483353;0.318;1008.4;2.8;0.56
10/08/2022 13:00;20.23072331;0.242;1007.4;3.3;0.91
10/08/2022 14:00;35.76502871;0.176;1006.8;4.4;1.77
10/08/2022 15:00;55.6344891;0.123;1006;3.4;3.38
10/08/2022 16:00;75.32331803;0.163;1006.1;3.4;4.49
10/08/2022 17:00;90.85762343;0.048;1006.2;3.2;5.33
10/08/2022 18:00;98.44414467;0.118;1006.9;1.9;5.76
10/08/2022 19:00;94.28962113;0.03;1006.9;2.4;5.52
10/08/2022 20:00;80.2003674;0.032;1007.6;1.7;4.75
10/08/2022 21:00;60.87280138;0.082;1008.2;1.7;3.62
10/08/2022 22:00;40.82270953;0.183;1008.6;1.5;2.38
10/08/2022 23:00;25.10777268;0.12;1008.7;1.7;1.36
11/08/2022 00:00;17.88251435;0.05;1008.3;1.5;0.81
11/08/2022 01:00;22.94019518;0.03;1007.6;1.3;1.17
11/08/2022 02:00;37.39071183;0.047;1007;1.1;2.12
11/08/2022 03:00;56.89890931;0.076;1006.3;1.7;3.4
11/08/2022 04:00;77.31026407;0.117;1006.3;1.8;4.57
11/08/2022 05:00;94.47025259;0.398;1006.6;1.7;5.51
11/08/2022 06:00;103.8630884;0.125;1007.1;1;6.04
11/08/2022 07:00;101.6955109;0.061;1007.4;1;5.97
11/08/2022 08:00;88.87067739;0.043;1008.1;2.5;5.25
11/08/2022 09:00;69.18184846;0.033;1008.4;3.5;4.07
11/08/2022 10:00;46.96417911;0.063;1008.6;3.5;2.78
11/08/2022 11:00;26.7334558;0.136;1008.6;3.3;1.61
11/08/2022 12:00;12.28293915;0.237;1007.9;3.3;0.65
11/08/2022 13:00;8.128415615;0.419;1007.2;2.6;0.42
11/08/2022 14:00;16.7987256;0.237;1006.2;3.1;0.9
11/08/2022 15:00;34.86187142;0.11;1005.7;3.4;2.18
11/08/2022 16:00;57.26017222;0.183;1005.5;3;3.49
11/08/2022 17:00;79.11657865;0.109;1005.9;3;4.69
11/08/2022 18:00;95.91530426;0.05;1006.1;2.3;5.54
11/08/2022 19:00;102.5986682;0.031;1006.9;2.2;5.92
11/08/2022 20:00;95.91530426;0.044;1007.6;1.6;5.6
11/08/2022 21:00;79.47784157;0.066;1008.1;1.8;4.73
11/08/2022 22:00;57.98269805;0.184;1008.4;1.5;3.49
11/08/2022 23:00;36.48755454;0.102;1008.7;1.8;2.25
12/08/2022 00:00;20.05009185;0.069;1008.8;1.4;1.2
12/08/2022 01:00;13.3667279;0.064;1008.1;1.5;0.68
12/08/2022 02:00;19.86946039;0.051;1007.8;1.2;1.09
12/08/2022 03:00;36.30692308;0.103;1007.5;0.8;2.16
12/08/2022 04:00;57.98269805;0.134;1007.6;0.4;3.52
12/08/2022 05:00;80.2003674;0.193;1008.1;0.1;4.76
12/08/2022 06:00;98.26351321;0.139;1008.7;0.8;5.72
12/08/2022 07:00;107.8369805;0.07;1009;1.2;6.24
12/08/2022 08:00;104.2243513;0.038;1009.5;3.2;6.05
12/08/2022 09:00;89.41257177;0.035;1009.7;3.3;5.23
12/08/2022 10:00;67.55616533;0.091;1010.1;3;3.99
12/08/2022 11:00;43.5321814;0.181;1009.9;3.6;2.65
12/08/2022 12:00;22.21766935;0.296;1009.4;3;1.42
12/08/2022 13:00;7.947784157;0.378;1008.4;3.4;0.6
12/08/2022 14:00;5.78020666;0.181;1007.5;3.1;0.48
12/08/2022 15:00;16.61809415;0.143;1006.7;3;1.06
12/08/2022 16:00;36.48755454;0.166;1006.4;2.9;2.38
12/08/2022 17:00;60.33090701;0.109;1006.7;2.7;3.75
12/08/2022 18:00;83.09047073;0.037;1007.1;2.3;5.02
12/08/2022 19:00;99.88919634;0.035;1007.4;1.6;5.8
12/08/2022 20:00;105.669403;0.046;1008;1.8;6.09
12/08/2022 21:00;97.36035592;0.062;1009;0.9;5.62
12/08/2022 22:00;79.11657865;0.125;1009.4;1.7;4.59
12/08/2022 23:00;55.81512056;0.137;1009.5;0.7;3.29
13/08/2022 00:00;33.05555683;0.045;1009.1;0.9;2.03
13/08/2022 01:00;15.89556831;0.033;1008.5;1.7;1.06
13/08/2022 02:00;9.934730196;0.078;1007.8;1.6;0.62
13/08/2022 03:00;18.24377727;0.291;1007.8;1.6;1.19
13/08/2022 04:00;36.668186;0.126;1007.9;2.1;2.32
13/08/2022 05:00;60.33090701;0.17;1008.1;2.7;3.72
13/08/2022 06:00;83.81299656;0.14;1008.4;1.5;5.02
13/08/2022 07:00;102.4180367;0.044;1009;2.1;5.92
13/08/2022 08:00;110.5464524;0.027;1009.6;2.5;6.37
13/08/2022 09:00;104.2243513;0.042;1010.1;3.9;6.04
13/08/2022 10:00;85.98057406;0.079;1010.3;2.8;5.07
13/08/2022 11:00;61.41469576;0.247;1010.1;4.2;3.78
13/08/2022 12:00;35.76502871;0.509;1009.3;3.4;2.41
13/08/2022 13:00;14.81177957;0.125;1008.3;3;1.23
13/08/2022 14:00;3.973892078;0.285;1007.6;3.9;0.55
13/08/2022 15:00;7.405889783;0.143;1006.8;4.1;0.74
13/08/2022 16:00;22.75956372;0.171;1006.5;3.5;1.14
13/08/2022 17:00;44.97723307;0.085;1006.5;3.2;0.61
13/08/2022 18:00;69.36247991;0.04;1006.9;2.9;4.11
13/08/2022 19:00;90.85762343;0.031;1007.3;1.8;5.37
13/08/2022 20:00;104.4049828;0.04;1008;1.7;6.01
13/08/2022 21:00;105.669403;0.07;1008.7;1.6;6.1
13/08/2022 22:00;93.38646384;0.126;1009.3;1.6;5.44
13/08/2022 23:00;72.79447762;0.157;1009.7;1.9;4.29
14/08/2022 00:00;48.77049369;0.035;1009.1;1.7;2.93
14/08/2022 01:00;26.7334558;0.034;1008.3;1.1;1.67
14/08/2022 02:00;11.92167624;0.048;1008;0.9;0.66
14/08/2022 03:00;9.57346728;0.317;1007.7;0.9;0.61
14/08/2022 04:00;20.59198622;0.09;1007.3;1.1;1.43
14/08/2022 05:00;40.64207808;0.191;1007.2;1.6;2.69
14/08/2022 06:00;64.84669346;0.115;1007.8;1.4;4.09
14/08/2022 07:00;87.78688864;0.045;1008.4;1.8;5.29
14/08/2022 08:00;104.7662457;0.031;1008.9;2.7;6.01
14/08/2022 09:00;110.7270838;0.038;1009.4;2.8;6.31
14/08/2022 10:00;101.8761424;0.092;1009.6;2.7;5.81
14/08/2022 11:00;81.82605052;0.204;1009.3;2.5;4.69
14/08/2022 12:00;56.53764639;0.425;1008.6;2.4;3.33
14/08/2022 13:00;31.42987371;0.107;1007.4;2;1.96
14/08/2022 14:00;12.10230769;0.232;1006.4;1.5;0.87
14/08/2022 15:00;4.515786453;0.17;1005.9;2.5;0.46
14/08/2022 16:00;11.56041332;0.182;1005.7;2.8;0.64
14/08/2022 17:00;29.26229621;0.078;1005.8;2.3;1.85
14/08/2022 18:00;52.56375431;0.056;1005.9;1.9;3.18
14/08/2022 19:00;76.40710678;0.03;1006.4;1.4;4.56
14/08/2022 20:00;95.91530426;0.043;1007.1;1.1;5.55
14/08/2022 21:00;106.0306659;0.062;1007.6;0.9;6.02
14/08/2022 22:00;102.4180367;0.117;1007.9;0.7;5.87
14/08/2022 23:00;86.70309989;0.168;1007.9;1.2;5.06
15/08/2022 00:00;64.12416763;0.036;1007.8;1.4;3.85
15/08/2022 01:00;40.46144662;0.041;1007.1;0.9;2.51
15/08/2022 02:00;20.59198622;0.058;1006.4;0.6;1.37
15/08/2022 03:00;10.29599311;0.254;1005.9;0.7;0.65
15/08/2022 04:00;13.72799082;0.107;1005.6;0.2;0.69
15/08/2022 05:00;28.53977038;0.404;1005.9;0;1.75
15/08/2022 06:00;50.21554536;0.111;1006.4;0.3;2.97
15/08/2022 07:00;73.51700345;0.045;1006.8;0.8;4.34
15/08/2022 08:00;93.92835822;0.039;1007.5;1.6;5.41
15/08/2022 09:00;106.3919288;0.047;1007.7;2.2;5.98
15/08/2022 10:00;106.3919288;0.076;1007.7;1.9;6
15/08/2022 11:00;93.38646384;0.13;1007.5;2.6;5.36
15/08/2022 12:00;72.4332147;0.103;1007;2.4;4.26
15/08/2022 13:00;48.58986223;0.111;1006.1;1.6;2.96
15/08/2022 14:00;26.7334558;0.276;1005.2;1.4;1.74
15/08/2022 15:00;12.10230769;0.146;1004.2;1.2;0.81
15/08/2022 16:00;9.57346728;0.229;1004.1;2.3;0.59
15/08/2022 17:00;20.05009185;0.073;1004.2;2;1.22
15/08/2022 18:00;38.83576349;0.039;1004.5;1.2;2.38
15/08/2022 19:00;61.2340643;0.035;1004.8;0.6;3.68
15/08/2022 20:00;82.90983927;0.045;1005.5;0.2;4.88
15/08/2022 21:00;98.62477613;0.075;1006.2;0;5.62
15/08/2022 22:00;104.2243513;0.196;1006.9;0.4;5.9
15/08/2022 23:00;96.63783009;0.134;1006.9;0.6;5.52
16/08/2022 00:00;79.47784157;0.038;1006.6;0.5;4.6
16/08/2022 01:00;57.62143514;0.044;1006.1;0.4;3.38
16/08/2022 02:00;35.94566016;0.065;1005.7;0.9;2.15
16/08/2022 03:00;19.50819748;0.205;1005.3;0.9;1.22
16/08/2022 04:00;12.82483353;0.249;1005.3;0.6;0.69
16/08/2022 05:00;19.32756602;0.252;1006;0.4;1.16
16/08/2022 06:00;35.40376579;0.118;1006.5;0.3;2.21
16/08/2022 07:00;56.53764639;0.048;1006.8;0.8;3.41
16/08/2022 08:00;78.0327899;0.034;1007.4;1.6;4.56
16/08/2022 09:00;95.37340988;0.074;1008;1.7;5.39
16/08/2022 10:00;103.682457;0.081;1008;1.6;5.83
16/08/2022 11:00;99.1666705;0.161;1008;1.8;5.65
16/08/2022 12:00;83.81299656;0.103;1007.1;2.2;4.86
16/08/2022 13:00;62.67911596;0.132;1006.4;1.1;3.69
16/08/2022 14:00;40.82270953;0.353;1005.3;2;2.41
16/08/2022 15:00;22.94019518;0.144;1004.7;2.8;1.44
16/08/2022 16:00;14.26988519;0.183;1004.8;2.4;0.67
16/08/2022 17:00;18.24377727;0.06;1004.9;2.6;1.01
16/08/2022 18:00;31.61050517;0.182;1005.2;1.7;1.82
16/08/2022 19:00;50.39617681;0.03;1005.9;1.2;2.96
16/08/2022 20:00;70.62690012;0.053;1006.7;1.1;4.13
16/08/2022 21:00;88.14815156;0.067;1007.1;0.9;5.06
16/08/2022 22:00;98.98603905;0.165;1007.4;0.9;5.6
16/08/2022 23:00;98.80540759;0.135;1007.3;0.7;5.6
17/08/2022 00:00;88.14815156;0.047;1006.8;1.1;5.08
17/08/2022 01:00;70.62690012;0.042;1006.3;1;4.11
17/08/2022 02:00;50.57680827;0.061;1005.4;0.9;2.98
17/08/2022 03:00;32.51366246;0.231;1005;1.1;1.94
17/08/2022 04:00;20.23072331;0.381;1005;0.7;1.14
17/08/2022 05:00;18.24377727;0.342;1005.2;0.8;0.96
17/08/2022 06:00;27.27535017;0.13;1005.6;0.7;1.68
17/08/2022 07:00;43.5321814;0.04;1006.1;1.3;2.67
17/08/2022 08:00;62.85974742;0.035;1006.8;1.7;3.73
17/08/2022 09:00;81.28415615;0.052;1007.4;3.1;4.65
17/08/2022 10:00;94.47025259;0.108;1007.4;2.3;5.28
17/08/2022 11:00;98.26351321;0.134;1007.1;2.7;5.5
17/08/2022 12:00;90.67699197;0.103;1006.4;2.6;5.19
17/08/2022 13:00;75.14268657;0.132;1005.5;1.9;4.34
17/08/2022 14:00;55.99575201;0.483;1004.9;2.2;3.27
17/08/2022 15:00;37.57134329;0.178;1004.4;2.7;2.25
17/08/2022 16:00;24.20461539;0.234;1004.3;3.3;1.35
17/08/2022 17:00;20.23072331;0.215;1004.5;2.7;1.03
17/08/2022 18:00;27.09471872;0.052;1005.1;2.5;1.52
17/08/2022 19:00;41.18397245;0.039;1005.6;1.2;2.4
17/08/2022 20:00;59.0664868;0.049;1006.1;1;3.52
17/08/2022 21:00;76.58773824;0.077;1006.7;0.8;4.48
17/08/2022 22:00;90.31572906;0.291;1007.2;0.7;5.14
17/08/2022 23:00;96.45719863;0.139;1007.1;0.8;5.47
18/08/2022 00:00;92.12204364;0.042;1007;1.2;5.29
18/08/2022 01:00;79.47784157;0.041;1006.4;0.9;4.68
18/08/2022 02:00;62.31785305;0.049;1006;1.7;3.73
18/08/2022 03:00;44.61597015;0.139;1005.6;1.3;2.7
18/08/2022 04:00;30.1654535;0.347;1005.2;0.7;1.87
18/08/2022 05:00;22.57893226;0.217;1005.4;0.7;1.33
18/08/2022 06:00;25.10777268;0.094;1005.6;1.2;1.43
18/08/2022 07:00;35.76502871;0.042;1006;1.3;2.1
18/08/2022 08:00;51.11870265;0.035;1006.6;2.5;2.99
18/08/2022 09:00;67.91742825;0.053;1007.1;3.2;3.92
18/08/2022 10:00;82.3679449;0.108;1007.2;2.8;4.7
18/08/2022 11:00;91.3995178;0.19;1006.9;2.4;5.13
18/08/2022 12:00;91.3995178;0.164;1006.3;2.8;5.09
18/08/2022 13:00;82.18731344;0.111;1005.6;3.5;4.76
18/08/2022 14:00;67.37553388;0.103;1005;2.7;3.97
18/08/2022 15:00;50.93807119;0.197;1004.8;3.7;3.06
18/08/2022 16:00;36.12629162;0.299;1004.8;3.3;2.16
18/08/2022 17:00;26.91408726;0.061;1005.2;2.3;1.5
18/08/2022 18:00;26.7334558;0.114;1005.7;2.1;1.51
18/08/2022 19:00;34.86187142;0.046;1006.4;1.4;2.07
18/08/2022 20:00;48.22859932;0.059;1007.2;1.1;2.91
18/08/2022 21:00;63.58227326;0.101;1007.9;1.1;3.75
18/08/2022 22:00;78.21342136;0.312;1008.4;1;4.54
18/08/2022 23:00;88.87067739;0.117;1008.6;1.3;5.02
19/08/2022 00:00;92.48330655;0.033;1008.2;0.5;5.15
19/08/2022 01:00;87.06436281;0.037;1007.7;0.7;4.92
19/08/2022 02:00;74.96205512;0.065;1007.1;0.2;4.28
19/08/2022 03:00;59.42774972;0.182;1006.6;0.6;3.41
19/08/2022 04:00;43.89344432;0.587;1006.3;0.1;2.55
19/08/2022 05:00;31.79113663;0.103;1006.8;0;1.86
19/08/2022 06:00;26.37219288;0.103;1007.4;0.2;1.51
19/08/2022 07:00;29.80419059;0.103;1007.9;1;1.77
19/08/2022 08:00;39.73892078;0.103;1008.3;2.4;2.3
19/08/2022 09:00;53.4669116;0.103;1008.4;2.9;3.16
19/08/2022 10:00;67.73679679;0.103;1008.6;2.8;3.9
19/08/2022 11:00;79.83910449;0.103;1008.3;2.6;4.44
19/08/2022 12:00;86.88373135;0.103;1007.6;3.2;4.82
19/08/2022 13:00;86.16120552;0.103;1006.7;3.4;4.78
19/08/2022 14:00;77.85215845;0.103;1006;4.4;4.37
19/08/2022 15:00;65.02732492;0.103;1006;3.4;3.75
19/08/2022 16:00;50.93807119;0.103;1005.5;3.3;2.95
19/08/2022 17:00;38.65513204;0.103;1005.6;3.3;2.26
19/08/2022 18:00;31.42987371;0.103;1006;2.4;1.83
19/08/2022 19:00;31.97176809;0.103;1006.6;2.3;1.9
19/08/2022 20:00;39.37765787;0.103;1006.9;1.7;2.31
19/08/2022 21:00;50.93807119;0.103;1007.1;1.3;3.08
19/08/2022 22:00;64.30479909;0.103;1008;1.1;3.79
19/08/2022 23:00;76.7683697;0.103;1007.9;1.3;4.43
20/08/2022 00:00;85.7999426;0.103;1007.5;0.8;4.86
20/08/2022 01:00;88.87067739;0.103;1006.6;1.2;4.93
20/08/2022 02:00;84.17425948;0.103;1006.1;1.2;4.68
20/08/2022 03:00;73.33637199;0.103;1005.6;1.1;4.14
20/08/2022 04:00;59.60838118;0.103;1005.3;0.7;3.42
20/08/2022 05:00;45.88039036;0.103;1005.5;0.4;2.66
20/08/2022 06:00;34.68123996;0.103;1005.7;0.7;2.05
20/08/2022 07:00;29.44292767;0.103;1006;1.3;1.76
20/08/2022 08:00;31.79113663;0.103;1006.7;1.8;1.96
20/08/2022 09:00;40.28081516;0.103;1007.7;3;2.4
20/08/2022 10:00;52.02185994;0.103;1007.9;2.2;3.03
20/08/2022 11:00;64.84669346;0.103;1007.5;2.8;3.77
20/08/2022 12:00;76.04584387;0.103;1007;1.6;4.3
20/08/2022 13:00;83.09047073;0.103;1006.2;2.3;4.58
20/08/2022 14:00;83.63236511;0.103;1005.3;3.4;4.65
20/08/2022 15:00;77.31026407;0.103;1006;0.4;4.37
20/08/2022 16:00;66.65300804;0.103;1004.9;1.8;3.84
20/08/2022 17:00;54.37006889;0.103;1004.7;1.6;3.13
20/08/2022 18:00;42.99028703;0.103;1005.1;0.4;2.52
20/08/2022 19:00;35.22313433;0.103;1005.7;0.4;2.13
20/08/2022 20:00;33.95871413;0.103;1006.2;0.4;2.11
20/08/2022 21:00;39.73892078;0.103;1006.9;0.1;2.46
20/08/2022 22:00;50.0349139;0.103;1007.4;0.7;3.03
20/08/2022 23:00;62.49848451;0.103;1007.9;0.8;3.72
21/08/2022 00:00;74.6007922;0.103;1007.4;0.1;4.26
21/08/2022 01:00;83.63236511;0.103;1006.6;0.1;4.67
21/08/2022 02:00;87.24499427;0.103;1006;0.3;4.82
21/08/2022 03:00;83.45173365;0.103;1005.8;0.5;4.66
21/08/2022 04:00;74.05889783;0.103;1005.8;0.2;4.24
21/08/2022 05:00;61.41469576;0.103;1006.2;0.9;3.61
21/08/2022 06:00;48.04796786;0.103;1007.2;0.9;2.88
21/08/2022 07:00;37.02944891;0.103;1007.7;1.2;2.22
21/08/2022 08:00;30.52671642;0.103;1008.2;1.7;1.83
21/08/2022 09:00;31.0686108;0.103;1008.9;2.4;1.85
21/08/2022 10:00;37.9326062;0.103;1008.5;2.4;2.19
21/08/2022 11:00;48.77049369;0.103;1008.2;2.6;2.76
21/08/2022 12:00;61.05343284;0.103;1007.2;2.4;3.44
21/08/2022 13:00;72.61384616;0.103;1006.2;1.9;3.98
21/08/2022 14:00;81.10352469;0.103;1005.3;1.8;4.41
21/08/2022 15:00;83.99362802;0.103;1004.8;2;4.55
21/08/2022 16:00;79.47784157;0.103;1004.8;2.9;4.45
21/08/2022 17:00;69.72374283;0.103;1005.4;1.9;4
21/08/2022 18:00;57.26017222;0.103;1006.1;2;3.43
21/08/2022 19:00;44.25470724;0.103;1006.7;1.2;2.67
21/08/2022 20:00;36.30692308;0.103;1007.2;0.8;2.22
21/08/2022 21:00;33.77808267;0.103;1007.9;0.7;2.01
21/08/2022 22:00;38.29386912;0.103;1008.3;0.9;2.24
21/08/2022 23:00;48.04796786;0.103;1008.1;0.7;2.75
22/08/2022 00:00;60.15027555;0.103;1007.8;0.6;3.42
22/08/2022 01:00;72.4332147;0.103;1007.1;0.8;4.05
22/08/2022 02:00;82.3679449;0.103;1006.5;1;4.61
22/08/2022 03:00;87.60625718;0.103;1006;0.8;4.89
22/08/2022 04:00;85.43867969;0.103;1006.1;0.5;4.83
22/08/2022 05:00;76.7683697;0.103;1006.2;0.9;4.45
22/08/2022 06:00;64.12416763;0.103;1006.2;1.3;3.78
22/08/2022 07:00;50.21554536;0.103;1007;1.2;2.99
22/08/2022 08:00;37.75197475;0.103;1007.7;2.3;2.23
22/08/2022 09:00;29.44292767;0.103;1008.2;2.5;1.81
22/08/2022 10:00;28.17850747;0.103;1008.1;2.2;1.66
22/08/2022 11:00;34.31997704;0.103;1007.8;2.4;2
22/08/2022 12:00;45.6997589;0.103;1007;2.4;2.54
22/08/2022 13:00;59.24711826;0.103;1005.8;3.2;3.36
22/08/2022 14:00;72.4332147;0.103;1005.3;2.2;3.96
22/08/2022 15:00;82.18731344;0.103;1005.3;1;4.59
22/08/2022 16:00;86.16120552;0.103;1005;1.6;4.82
22/08/2022 17:00;82.00668198;0.103;1005;1.9;4.69
22/08/2022 18:00;71.71068887;0.103;1005.3;1.3;4.23
22/08/2022 19:00;58.16332951;0.103;1006.1;1;3.54
22/08/2022 20:00;44.97723307;0.103;1006.7;1;2.73
22/08/2022 21:00;35.04250287;0.103;1007.4;0.7;2.11
22/08/2022 22:00;31.42987371;0.103;1008;0.8;1.85
22/08/2022 23:00;35.94566016;0.103;1007.7;0.1;2.06
23/08/2022 00:00;46.06102182;0.103;1007.5;0.2;2.61
23/08/2022 01:00;59.0664868;0.103;1007.1;0.6;3.37
23/08/2022 02:00;72.4332147;0.103;1006.6;0.9;4.13
23/08/2022 03:00;83.63236511;0.103;1006.3;0.6;4.67
23/08/2022 04:00;89.77383468;0.103;1006.3;0.9;5.01
23/08/2022 05:00;88.14815156;0.103;1006.4;0.7;4.99
23/08/2022 06:00;78.93594719;0.103;1006.9;1.2;4.59
23/08/2022 07:00;64.84669346;0.103;1007.6;1.8;3.86
23/08/2022 08:00;49.49301952;0.103;1008.2;2.9;2.96
23/08/2022 09:00;35.58439725;0.103;1008.5;2.5;2.14
23/08/2022 10:00;26.19156143;0.103;1008.3;2.4;1.56
23/08/2022 11:00;24.74650976;0.103;1008;2.6;1.44
23/08/2022 12:00;31.61050517;0.103;1007.3;2.4;1.72
23/08/2022 13:00;44.25470724;0.103;1006.1;3.5;2.4
23/08/2022 14:00;59.42774972;0.103;1005;3.2;3.37
23/08/2022 15:00;74.05889783;0.103;1004.7;3.2;4.12
23/08/2022 16:00;85.07741677;0.103;1004.8;2.7;4.76
23/08/2022 17:00;89.41257177;0.103;1005.7;2.2;4.97
23/08/2022 18:00;84.71615385;0.103;1005.4;2.1;4.86
23/08/2022 19:00;72.79447762;0.103;1006.3;1.4;4.28
23/08/2022 20:00;57.62143514;0.103;1006.8;1.2;3.46
23/08/2022 21:00;42.62902411;0.103;1007.3;1.3;2.59
23/08/2022 22:00;31.79113663;0.103;1007.8;1.1;1.92
23/08/2022 23:00;28.53977038;0.103;1007.9;1;1.63
24/08/2022 00:00;33.95871413;0.103;1007.5;1;1.93
24/08/2022 01:00;45.51912744;0.103;1007.1;1;2.59
24/08/2022 02:00;60.15027555;0.103;1006.4;0.8;3.47
24/08/2022 03:00;74.78142366;0.103;1006.3;0.9;4.3
24/08/2022 04:00;86.70309989;0.103;1006.4;0;4.93
24/08/2022 05:00;92.66393801;0.103;1006.9;1.7;5.25
24/08/2022 06:00;90.1350976;0.103;1007.9;3.4;5.16
24/08/2022 07:00;78.93594719;0.103;1008.6;2.1;4.61
24/08/2022 08:00;62.85974742;0.103;1009.1;1.5;3.78
24/08/2022 09:00;45.51912744;0.103;1010.6;1.9;2.76
24/08/2022 10:00;30.70734788;0.103;1010.6;2.1;1.88
24/08/2022 11:00;21.85640643;0.103;1010.3;1.9;1.23
24/08/2022 12:00;22.75956372;0.103;1009.1;2.4;1.12
24/08/2022 13:00;32.15239954;0.103;1007.5;2;1.67
24/08/2022 14:00;46.96417911;0.103;1006.8;1.7;2.48
24/08/2022 15:00;63.94353617;0.103;1006.4;2.2;3.51
24/08/2022 16:00;79.29721011;0.103;1006.2;2.4;4.4
24/08/2022 17:00;89.95446614;0.103;1006.3;2.9;4.98
24/08/2022 18:00;92.3026751;0.103;1006.4;1.6;5.2
24/08/2022 19:00;84.89678531;0.103;1006.7;2.1;4.89
24/08/2022 20:00;70.80753158;0.103;1007.4;1.1;4.19
24/08/2022 21:00;53.82817452;0.103;1008;1.5;3.21
24/08/2022 22:00;38.11323766;0.103;1008.8;1.1;2.29
24/08/2022 23:00;27.27535017;0.103;1008.8;1.2;1.58
25/08/2022 00:00;25.46903559;0.103;1008.3;0.9;1.43
25/08/2022 01:00;33.23618829;0.103;1007.6;1.2;1.91
25/08/2022 02:00;47.14481057;0.103;1006.7;1.5;2.75
25/08/2022 03:00;63.94353617;0.103;1006.2;1.6;3.73
25/08/2022 04:00;80.01973594;0.103;1006.8;1.2;4.58
25/08/2022 05:00;91.76078072;0.103;1007.1;1;5.25
25/08/2022 06:00;95.91530426;0.103;1007.8;1.6;5.48
25/08/2022 07:00;89.59320322;0.103;1008.5;2.2;5.11
25/08/2022 08:00;75.14268657;0.103;1009.9;1.7;4.37
25/08/2022 09:00;56.89890931;0.103;1010.5;1.9;3.38
25/08/2022 10:00;38.47450058;0.103;1010.7;1.6;2.35
25/08/2022 11:00;24.02398393;0.103;1010;0.9;1.42
25/08/2022 12:00;17.70188289;0.103;1008.9;1.9;0.9
25/08/2022 13:00;22.21766935;0.103;1008.2;1.4;1.06
25/08/2022 14:00;35.22313433;0.103;1007.8;1.6;1.87
25/08/2022 15:00;52.74438577;0.103;1007.1;1.5;2.85
25/08/2022 16:00;71.1687945;0.103;1007.1;2.7;3.89
25/08/2022 17:00;86.52246844;0.103;1007.3;1.9;4.78
25/08/2022 18:00;95.01214697;0.103;1007.9;1.7;5.28
25/08/2022 19:00;93.02520093;0.051;1008.2;0.2;5.31
25/08/2022 20:00;81.28415615;0.062;1008.8;0;4.8
25/08/2022 21:00;64.12416763;0.192;1009.4;0.4;3.86
25/08/2022 22:00;45.6997589;0.101;1009.5;0.3;2.81
25/08/2022 23:00;30.1654535;0.206;1009.5;1.3;1.86
26/08/2022 00:00;22.03703789;0.156;1009;1.8;1.2
26/08/2022 01:00;24.74650976;0.076;1008.6;1.3;1.32
26/08/2022 02:00;36.48755454;0.083;1007.8;0.9;2.1
26/08/2022 03:00;53.28628014;0.123;1007.2;1;3.14
26/08/2022 04:00;71.71068887;0.188;1006.8;1.1;4.17
26/08/2022 05:00;87.60625718;0.119;1007.2;0.5;5.01
26/08/2022 06:00;97.36035592;0.061;1007.7;1.1;5.54
26/08/2022 07:00;97.36035592;0.033;1008.2;1;5.61
26/08/2022 08:00;86.88373135;0.036;1009.1;1.5;5.09
26/08/2022 09:00;69.90437429;0.063;1009.5;2.2;4.15
26/08/2022 10:00;50.21554536;0.134;1009.4;2.9;3.02
26/08/2022 11:00;31.79113663;0.276;1009.2;2.6;1.99
26/08/2022 12:00;18.78567164;0.346;1008.3;2.5;1.14
26/08/2022 13:00;14.99241102;0.269;1007.2;2.1;0.75
26/08/2022 14:00;22.94019518;0.139;1006.1;1.6;0.69
26/08/2022 15:00;39.19702641;0.138;1005.5;2.9;2.23
26/08/2022 16:00;59.42774972;0.117;1005.2;3.2;3.43
26/08/2022 17:00;79.11657865;0.055;1005.3;2.5;4.43
26/08/2022 18:00;93.74772676;0.031;1005.7;1.9;5.25
